lakeid,year4,sampledate,gearid,spname,length,weight
TR,2002,7/24/2002,ELFISH,YELLOWPERCH,166,60
TR,2002,7/24/2002,ELFISH,YELLOWPERCH,225,152
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,35,NA
TR,2003,7/22/2003,ELFISH,YELLOWPERCH,35,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,35,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,36,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,36,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,36,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,36,NA
TR,2003,7/21/2003,BSEINE,YELLOWPERCH,37,0.5
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,37,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,37,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,37,NA
TR,2003,7/21/2003,BSEINE,YELLOWPERCH,37,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,37,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,37,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,37,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,37,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,38,0.4
TR,2003,7/21/2003,BSEINE,YELLOWPERCH,38,0.5
TR,2003,7/21/2003,BSEINE,YELLOWPERCH,38,0.6
TR,2003,7/21/2003,BSEINE,YELLOWPERCH,38,0.6
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,38,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,38,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,38,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,38,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,38,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,38,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,38,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,38,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,38,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,38,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,38,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,38,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,38,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,39,0.4
TR,2003,7/21/2003,BSEINE,YELLOWPERCH,39,0.5
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,39,0.6
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,39,0.6
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,39,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,39,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,39,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,39,NA
TR,2003,7/21/2003,BSEINE,YELLOWPERCH,39,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,39,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,39,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,39,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,39,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,39,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,39,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,39,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,39,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,39,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,39,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,39,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,39,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,39,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,39,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,40,0.6
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,40,0.6
TR,2003,7/21/2003,BSEINE,YELLOWPERCH,40,0.7
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,40,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,40,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,40,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,40,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,40,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,40,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,40,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,40,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,40,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,40,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,40,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,40,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,40,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,40,NA
TR,2003,7/22/2003,ELFISH,YELLOWPERCH,40,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,40,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,40,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,40,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,40,NA
TR,2003,7/21/2003,BSEINE,YELLOWPERCH,41,0.4
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,41,0.6
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,41,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,41,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,41,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,41,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,41,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,41,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,41,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,41,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,41,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,41,NA
TR,2003,7/22/2003,ELFISH,YELLOWPERCH,41,NA
TR,2003,7/22/2003,ELFISH,YELLOWPERCH,41,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,41,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,41,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,41,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,41,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,41,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,41,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,41,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,41,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,42,0.5
TR,2003,7/21/2003,BSEINE,YELLOWPERCH,42,0.5
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,42,0.8
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,42,0.8
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,42,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,42,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,42,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,42,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,42,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,42,NA
TR,2003,7/22/2003,BSEINE,YELLOWPERCH,42,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,42,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,42,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,42,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,42,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,42,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,42,NA
TR,2003,7/22/2003,ELFISH,YELLOWPERCH,42,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,42,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,42,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,42,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,42,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,42,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,42,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,42,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,43,0.8
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,43,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,43,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,43,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,43,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,43,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,43,NA
TR,2003,7/22/2003,BSEINE,YELLOWPERCH,43,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,43,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,43,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,43,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,43,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,43,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,43,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,43,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,43,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,44,0.7
TR,2003,7/21/2003,BSEINE,YELLOWPERCH,44,0.8
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,44,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,44,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,44,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,44,NA
TR,2003,7/22/2003,BSEINE,YELLOWPERCH,44,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,44,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,44,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,44,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,44,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,45,0.7
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,45,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,45,NA
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,45,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,45,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,45,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,45,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,45,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,45,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,45,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,45,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,45,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,48,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,48,NA
TR,2003,7/21/2003,BSEINE,YELLOWPERCH,49,0.8
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,49,NA
TR,2003,7/23/2003,BSEINE,YELLOWPERCH,49,NA
TR,2003,7/21/2003,FYKNET,YELLOWPERCH,54,NA
TR,2003,7/22/2003,ELFISH,YELLOWPERCH,86,7.5
TR,2003,7/22/2003,ELFISH,YELLOWPERCH,87,NA
TR,2003,7/22/2003,ELFISH,YELLOWPERCH,89,7
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,93,7.2
TR,2003,7/22/2003,ELFISH,YELLOWPERCH,94,7.7
TR,2003,7/22/2003,FYKNET,YELLOWPERCH,96,8.6
TR,2003,7/23/2003,ELFISH,YELLOWPERCH,98,9.2
TR,2003,7/22/2003,ELFISH,YELLOWPERCH,151,43
TR,2003,7/22/2003,ELFISH,YELLOWPERCH,168,66
TR,2003,7/22/2003,ELFISH,YELLOWPERCH,170,59
TR,2003,7/22/2003,ELFISH,YELLOWPERCH,176,72
TR,2004,7/21/2004,ELFISH,YELLOWPERCH,11,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,28,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,28,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,28,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,29,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,29,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,29,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,30,NA
TR,2004,7/20/2004,BSEINE,YELLOWPERCH,30,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,30,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,30,NA
TR,2004,7/20/2004,FYKNET,YELLOWPERCH,31,0.1
TR,2004,7/20/2004,BSEINE,YELLOWPERCH,31,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,31,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,31,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,31,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,31,NA
TR,2004,7/20/2004,BSEINE,YELLOWPERCH,31,NA
TR,2004,7/20/2004,BSEINE,YELLOWPERCH,31,NA
TR,2004,7/20/2004,BSEINE,YELLOWPERCH,31,NA
TR,2004,7/20/2004,BSEINE,YELLOWPERCH,31,NA
TR,2004,7/20/2004,BSEINE,YELLOWPERCH,31,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,31,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,31,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,32,0.1
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,32,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,32,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,32,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,32,NA
TR,2004,7/20/2004,BSEINE,YELLOWPERCH,32,NA
TR,2004,7/20/2004,BSEINE,YELLOWPERCH,32,NA
TR,2004,7/20/2004,BSEINE,YELLOWPERCH,32,NA
TR,2004,7/20/2004,BSEINE,YELLOWPERCH,32,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,32,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,32,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,32,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,32,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,32,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,32,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,32,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,32,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,32,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,32,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,32,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,32,NA
TR,2004,7/20/2004,FYKNET,YELLOWPERCH,33,NA
TR,2004,7/20/2004,BSEINE,YELLOWPERCH,33,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,33,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,33,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,33,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,33,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,33,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,33,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,33,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,33,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,33,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,33,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,33,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,33,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,33,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,33,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,33,NA
TR,2004,7/20/2004,FYKNET,YELLOWPERCH,34,NA
TR,2004,7/20/2004,FYKNET,YELLOWPERCH,34,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,34,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,34,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,34,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,34,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,34,NA
TR,2004,7/21/2004,ELFISH,YELLOWPERCH,34,NA
TR,2004,7/20/2004,BSEINE,YELLOWPERCH,34,NA
TR,2004,7/20/2004,BSEINE,YELLOWPERCH,34,NA
TR,2004,7/20/2004,BSEINE,YELLOWPERCH,34,NA
TR,2004,7/20/2004,BSEINE,YELLOWPERCH,34,NA
TR,2004,7/20/2004,BSEINE,YELLOWPERCH,34,NA
TR,2004,7/20/2004,BSEINE,YELLOWPERCH,34,NA
TR,2004,7/20/2004,BSEINE,YELLOWPERCH,34,NA
TR,2004,7/20/2004,BSEINE,YELLOWPERCH,34,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,34,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,34,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,34,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,34,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,34,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,34,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,34,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,34,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,34,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,34,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,34,NA
TR,2004,7/19/2004,FYKNET,YELLOWPERCH,35,0.1
TR,2004,7/20/2004,FYKNET,YELLOWPERCH,35,NA
TR,2004,7/20/2004,FYKNET,YELLOWPERCH,35,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,35,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,35,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,35,NA
TR,2004,7/21/2004,ELFISH,YELLOWPERCH,35,NA
TR,2004,7/20/2004,BSEINE,YELLOWPERCH,35,NA
TR,2004,7/20/2004,BSEINE,YELLOWPERCH,35,NA
TR,2004,7/20/2004,BSEINE,YELLOWPERCH,35,NA
TR,2004,7/20/2004,BSEINE,YELLOWPERCH,35,NA
TR,2004,7/20/2004,BSEINE,YELLOWPERCH,35,NA
TR,2004,7/20/2004,BSEINE,YELLOWPERCH,35,NA
TR,2004,7/20/2004,BSEINE,YELLOWPERCH,35,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,35,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,35,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,35,NA
TR,2004,7/20/2004,FYKNET,YELLOWPERCH,36,NA
TR,2004,7/20/2004,FYKNET,YELLOWPERCH,36,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,36,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,36,NA
TR,2004,7/21/2004,ELFISH,YELLOWPERCH,36,NA
TR,2004,7/21/2004,ELFISH,YELLOWPERCH,36,NA
TR,2004,7/20/2004,BSEINE,YELLOWPERCH,36,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,36,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,36,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,36,NA
TR,2004,7/20/2004,FYKNET,YELLOWPERCH,37,NA
TR,2004,7/20/2004,FYKNET,YELLOWPERCH,37,NA
TR,2004,7/20/2004,FYKNET,YELLOWPERCH,37,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,37,NA
TR,2004,7/20/2004,FYKNET,YELLOWPERCH,38,NA
TR,2004,7/20/2004,FYKNET,YELLOWPERCH,38,NA
TR,2004,7/20/2004,FYKNET,YELLOWPERCH,38,NA
TR,2004,7/20/2004,FYKNET,YELLOWPERCH,38,NA
TR,2004,7/20/2004,FYKNET,YELLOWPERCH,38,NA
TR,2004,7/19/2004,FYKNET,YELLOWPERCH,39,0.6
TR,2004,7/20/2004,FYKNET,YELLOWPERCH,39,NA
TR,2004,7/20/2004,FYKNET,YELLOWPERCH,39,NA
TR,2004,7/20/2004,FYKNET,YELLOWPERCH,39,NA
TR,2004,7/20/2004,FYKNET,YELLOWPERCH,39,NA
TR,2004,7/20/2004,BSEINE,YELLOWPERCH,39,NA
TR,2004,7/20/2004,FYKNET,YELLOWPERCH,40,0.6
TR,2004,7/20/2004,FYKNET,YELLOWPERCH,40,NA
TR,2004,7/20/2004,FYKNET,YELLOWPERCH,42,0.6
TR,2004,7/20/2004,FYKNET,YELLOWPERCH,42,NA
TR,2004,7/19/2004,BSEINE,YELLOWPERCH,45,NA
TR,2004,7/19/2004,FYKNET,YELLOWPERCH,82,6
TR,2004,7/19/2004,FYKNET,YELLOWPERCH,84,6.8
TR,2004,7/19/2004,FYKNET,YELLOWPERCH,86,6.2
TR,2004,7/19/2004,FYKNET,YELLOWPERCH,88,5.5
TR,2004,7/19/2004,FYKNET,YELLOWPERCH,88,NA
TR,2004,7/19/2004,FYKNET,YELLOWPERCH,89,NA
TR,2004,7/19/2004,FYKNET,YELLOWPERCH,90,NA
TR,2004,7/19/2004,FYKNET,YELLOWPERCH,90,NA
TR,2004,7/19/2004,FYKNET,YELLOWPERCH,91,7.1
TR,2004,7/19/2004,FYKNET,YELLOWPERCH,91,NA
TR,2004,7/19/2004,FYKNET,YELLOWPERCH,91,NA
TR,2004,7/19/2004,FYKNET,YELLOWPERCH,92,NA
TR,2004,7/19/2004,FYKNET,YELLOWPERCH,93,7.5
TR,2004,7/19/2004,FYKNET,YELLOWPERCH,93,NA
TR,2004,7/19/2004,FYKNET,YELLOWPERCH,93,NA
TR,2004,7/19/2004,FYKNET,YELLOWPERCH,93,NA
TR,2004,7/19/2004,FYKNET,YELLOWPERCH,93,NA
TR,2004,7/19/2004,FYKNET,YELLOWPERCH,93,NA
TR,2004,7/19/2004,FYKNET,YELLOWPERCH,93,NA
TR,2004,7/19/2004,FYKNET,YELLOWPERCH,95,NA
TR,2004,7/19/2004,FYKNET,YELLOWPERCH,97,7.5
TR,2004,7/19/2004,FYKNET,YELLOWPERCH,97,NA
TR,2004,7/19/2004,FYKNET,YELLOWPERCH,98,8.4
TR,2004,7/19/2004,FYKNET,YELLOWPERCH,99,NA
TR,2004,7/19/2004,FYKNET,YELLOWPERCH,101,9.5
TR,2004,7/19/2004,FYKNET,YELLOWPERCH,103,11
TR,2004,7/21/2004,ELFISH,YELLOWPERCH,104,NA
TR,2004,7/19/2004,FYKNET,YELLOWPERCH,117,11
TR,2004,7/22/2004,ELFISH,YELLOWPERCH,141,26
TR,2004,7/21/2004,ELFISH,YELLOWPERCH,154,52
TR,2004,7/22/2004,ELFISH,YELLOWPERCH,170,62
TR,2004,7/21/2004,ELFISH,YELLOWPERCH,171,62
TR,2004,7/22/2004,ELFISH,YELLOWPERCH,181,80
TR,2004,7/21/2004,ELFISH,YELLOWPERCH,189,80
TR,2004,7/19/2004,TRAMML,YELLOWPERCH,208,110
TR,2005,7/18/2005,FYKNET,YELLOWPERCH,35,NA
TR,2005,7/18/2005,FYKNET,YELLOWPERCH,36,NA
TR,2005,7/18/2005,BSEINE,YELLOWPERCH,37,0.2
TR,2005,7/17/2005,BSEINE,YELLOWPERCH,37,0.6
TR,2005,7/19/2005,FYKNET,YELLOWPERCH,37,NA
TR,2005,7/18/2005,FYKNET,YELLOWPERCH,37,NA
TR,2005,7/18/2005,FYKNET,YELLOWPERCH,37,NA
TR,2005,7/18/2005,FYKNET,YELLOWPERCH,37,NA
TR,2005,7/18/2005,FYKNET,YELLOWPERCH,37,NA
TR,2005,7/18/2005,FYKNET,YELLOWPERCH,37,NA
TR,2005,7/18/2005,BSEINE,YELLOWPERCH,38,0.4
TR,2005,7/17/2005,BSEINE,YELLOWPERCH,38,NA
TR,2005,7/19/2005,FYKNET,YELLOWPERCH,38,NA
TR,2005,7/19/2005,FYKNET,YELLOWPERCH,38,NA
TR,2005,7/18/2005,FYKNET,YELLOWPERCH,38,NA
TR,2005,7/18/2005,FYKNET,YELLOWPERCH,38,NA
TR,2005,7/17/2005,FYKNET,YELLOWPERCH,38,NA
TR,2005,7/17/2005,FYKNET,YELLOWPERCH,38,NA
TR,2005,7/17/2005,BSEINE,YELLOWPERCH,39,0.65
TR,2005,7/19/2005,FYKNET,YELLOWPERCH,39,NA
TR,2005,7/19/2005,FYKNET,YELLOWPERCH,39,NA
TR,2005,7/18/2005,FYKNET,YELLOWPERCH,39,NA
TR,2005,7/18/2005,FYKNET,YELLOWPERCH,39,NA
TR,2005,7/19/2005,FYKNET,YELLOWPERCH,39,NA
TR,2005,7/18/2005,BSEINE,YELLOWPERCH,40,0.5
TR,2005,7/17/2005,FYKNET,YELLOWPERCH,40,0.6
TR,2005,7/17/2005,FYKNET,YELLOWPERCH,40,0.6
TR,2005,7/17/2005,BSEINE,YELLOWPERCH,40,0.65
TR,2005,7/17/2005,BSEINE,YELLOWPERCH,40,NA
TR,2005,7/19/2005,FYKNET,YELLOWPERCH,40,NA
TR,2005,7/19/2005,FYKNET,YELLOWPERCH,40,NA
TR,2005,7/19/2005,BSEINE,YELLOWPERCH,40,NA
TR,2005,7/18/2005,FYKNET,YELLOWPERCH,40,NA
TR,2005,7/18/2005,FYKNET,YELLOWPERCH,40,NA
TR,2005,7/18/2005,FYKNET,YELLOWPERCH,40,NA
TR,2005,7/18/2005,FYKNET,YELLOWPERCH,40,NA
TR,2005,7/18/2005,FYKNET,YELLOWPERCH,40,NA
TR,2005,7/18/2005,FYKNET,YELLOWPERCH,40,NA
TR,2005,7/18/2005,FYKNET,YELLOWPERCH,40,NA
TR,2005,7/17/2005,FYKNET,YELLOWPERCH,40,NA
TR,2005,7/17/2005,FYKNET,YELLOWPERCH,40,NA
TR,2005,7/18/2005,FYKNET,YELLOWPERCH,40,NA
TR,2005,7/18/2005,FYKNET,YELLOWPERCH,40,NA
TR,2005,7/18/2005,FYKNET,YELLOWPERCH,40,NA
TR,2005,7/18/2005,FYKNET,YELLOWPERCH,40,NA
TR,2005,7/18/2005,FYKNET,YELLOWPERCH,40,NA
TR,2005,7/18/2005,FYKNET,YELLOWPERCH,40,NA
TR,2005,7/18/2005,FYKNET,YELLOWPERCH,40,NA
TR,2005,7/18/2005,FYKNET,YELLOWPERCH,40,NA
TR,2005,7/18/2005,FYKNET,YELLOWPERCH,40,NA
TR,2005,7/18/2005,FYKNET,YELLOWPERCH,40,NA
TR,2005,7/17/2005,BSEINE,YELLOWPERCH,41,NA
TR,2005,7/17/2005,BSEINE,YELLOWPERCH,41,NA
TR,2005,7/17/2005,BSEINE,YELLOWPERCH,41,NA
TR,2005,7/17/2005,BSEINE,YELLOWPERCH,41,NA
TR,2005,7/19/2005,FYKNET,YELLOWPERCH,41,NA
