fish,yearcap,ce,agecap,lencap,inc1,inc2,inc3,inc4,inc5,inc6,inc7,radcap
361,1989,E,4,425,0.6586,1.0512,0.8793,0.5567,0.4919,NA,NA,3.6377
362,1989,E,4,315,0.8445,0.711,1.1277,0.8136,0.2633,NA,NA,3.7601
363,1989,E,4,362,0.6323,1.3607,1.5076,0.9539,0.4695,NA,NA,4.924
365,1989,E,4,405,0.5669,1.3226,1.5456,1.0194,0.7967,NA,NA,5.2512
366,1989,E,4,420,0.869,1.5765,1.3547,0.91,0.6784,NA,NA,5.3886
367,1989,E,4,338,0.4323,1.1819,1.5296,1.0275,0.5483,NA,NA,4.7196
369,1989,E,4,414,0.634,1.4444,1.2947,1.1799,0.8017,NA,NA,5.3547
370,1989,E,4,335,0.4498,1.2148,1.3621,0.8973,0.4705,NA,NA,4.3945
371,1989,E,4,359,0.4952,1.1993,1.5687,1.0279,0.3367,NA,NA,4.6278
373,1989,E,4,433,0.8634,1.6506,1.2886,1.0706,0.6884,NA,NA,5.5616
374,1989,E,4,413,0.3691,1.1419,1.4387,1.0346,0.7331,NA,NA,4.7174
375,1989,E,4,425,0.4325,1.4244,1.565,1.1826,0.8219,NA,NA,5.4264
376,1989,E,4,432,0.7228,1.6387,1.3766,0.9991,0.7762,NA,NA,5.5134
377,1989,E,4,419,1.0306,1.6276,1.3288,1.0108,1.0095,NA,NA,6.0073
378,1989,E,4,433,0.9677,1.4246,1.1053,0.9741,0.5017,NA,NA,4.9734
379,1989,E,4,433,1.1516,1.3201,1.3594,0.9576,0.7441,NA,NA,5.5328
380,1989,E,4,352,0.6472,1.3729,1.2534,0.8427,0.2592,NA,NA,4.3754
381,1989,E,4,343,0.5039,1.346,1.5492,1.0021,0.4884,NA,NA,4.8896
382,1989,E,4,444,0.9359,1.437,1.1312,0.9675,0.8,NA,NA,5.2716
383,1989,E,4,393,1.0085,1.5514,1.2849,0.8129,0.6005,NA,NA,5.2582
384,1989,E,4,359,0.4911,1.1396,1.4864,0.9057,0.5481,NA,NA,4.5709
385,1989,E,4,419,0.9899,1.7075,1.2491,1.0061,0.6868,NA,NA,5.6394
386,1989,E,4,380,0.5083,1.4743,1.545,1.0452,0.5754,NA,NA,5.1482
387,1989,E,4,432,0.603,1.2279,1.4389,1.0912,0.7295,NA,NA,5.0905
388,1989,E,4,354,0.5724,1.0025,1.4654,1.1817,0.4699,NA,NA,4.6919
390,1989,E,4,359,0.5782,1.1729,1.5154,1.0266,0.1787,NA,NA,4.4718
391,1989,E,4,338,1.2714,1.4383,0.9681,0.5949,0.4707,NA,NA,4.7434
392,1989,E,4,371,0.56,0.5548,0.9253,0.5622,0.3358,NA,NA,2.9381
393,1989,E,4,372,0.5076,1.424,1.3415,1.1153,0.5405,NA,NA,4.9289
394,1989,E,4,406,0.5567,1.503,1.6732,1.1859,0.6957,NA,NA,5.6145
395,1989,E,4,376,0.6446,1.4767,1.5494,0.7776,0.3154,NA,NA,4.7637
396,1989,E,4,390,0.4178,1.3067,1.4339,0.9637,0.587,NA,NA,4.7091
397,1989,E,4,455,0.9573,1.3206,0.9815,0.7699,0.6593,NA,NA,4.6886
398,1989,E,4,363,1.0559,1.5964,0.9535,0.6565,0.5067,NA,NA,4.769
399,1989,E,4,400,0.4701,1.2477,1.6471,1.1743,0.7596,NA,NA,5.2988
1794,1990,C,4,350,1.5221,1.3388,1.0062,0.455,0.3473,NA,NA,4.6694
1795,1990,C,4,405,1.4553,1.0988,1.0475,0.6659,0.3916,NA,NA,4.6591
1800,1990,C,4,375,0.9578,1.2395,1.1268,0.6886,0.3218,NA,NA,4.3345
1809,1990,C,4,360,0.943,1.3139,1.034,0.77,0.3983,NA,NA,4.4592
1810,1990,C,4,330,0.954,0.8897,0.8049,0.7862,0.8012,NA,NA,4.236
1765,1990,E,4,365,1.1938,1.4701,1.0507,0.5943,0.3695,NA,NA,4.6784
1785,1990,E,4,440,1.0625,1.3937,1.0113,0.8208,0.7774,NA,NA,5.0657
202,1991,C,4,400,1.1622,1.8913,1.2985,0.8991,0.3745,NA,NA,5.6256
1708,1993,C,4,380,1.4846,1.6026,1.3781,0.5765,0.2167,NA,NA,5.2585
1715,1993,C,4,377,1.2868,1.4455,1.1826,0.4725,0.2261,NA,NA,4.6135
1718,1993,C,4,369,1.6671,0.7292,0.942,0.7709,0.4924,NA,NA,4.6016
1728,1993,C,4,350,1.6168,0.7757,1.3141,0.5965,0.5102,NA,NA,4.8133
1743,1993,C,4,353,1.3612,1.3512,1.2118,0.5653,0.1907,NA,NA,4.6802
1755,1993,C,4,370,1.5516,1.6416,1.1619,0.4764,0.2656,NA,NA,5.0971
1626,1949,C,5,386,1.2702,0.8983,0.8853,0.7946,0.7759,0.2947,NA,4.919
1627,1949,C,5,381,1.1925,0.7042,1.0737,0.9044,0.797,0.2143,NA,4.8861
1628,1949,C,5,381,1.1491,1.0261,1.0217,0.9195,0.4405,0.2885,NA,4.8454
1629,1949,C,5,383,1.2627,0.6813,1.2423,0.9369,0.7403,0.1662,NA,5.0297
1630,1949,C,5,386,1.7101,0.7011,0.9484,0.661,0.8298,0.1871,NA,5.0375
1631,1949,C,5,376,1.1226,1.1072,1.0875,0.8981,0.7598,0.2648,NA,5.24
1632,1949,C,5,373,1.1027,0.989,0.9016,0.9125,0.7335,0.2491,NA,4.8884
1633,1949,C,5,373,1.3621,0.8605,0.8666,0.8815,0.5614,0.1705,NA,4.7026
1634,1949,C,5,373,1.2168,0.6472,1.116,0.8928,0.7475,0.1321,NA,4.7524
1635,1949,C,5,373,1.0283,1.0079,1.1304,0.9489,0.5329,0.2053,NA,4.8537
1636,1949,C,5,373,1.0003,1.1237,1.1608,1.0593,0.7592,0.2206,NA,5.3239
1637,1949,C,5,368,1.0815,0.8157,1.0176,1,0.565,0.4859,NA,4.9657
1638,1949,C,5,368,1.5061,0.7832,0.7573,0.9278,0.8798,0.1484,NA,5.0026
1639,1949,C,5,368,0.8133,0.7383,0.6779,1.0272,0.7709,0.2696,NA,4.2972
1640,1949,C,5,368,1.6312,0.6906,1.1545,0.8607,0.4589,0.1628,NA,4.9587
1641,1949,C,5,366,1.3075,0.8523,1.0011,1.0176,0.5368,0.1461,NA,4.8614
1642,1949,C,5,363,1.2435,0.8559,0.9004,0.8334,0.7624,0.2122,NA,4.8078
1643,1949,C,5,363,1.3907,0.9494,0.7828,0.9004,0.7099,0.2504,NA,4.9836
1644,1949,C,5,361,0.9056,0.9081,1.3053,0.8578,0.6215,0.0828,NA,4.6811
1645,1949,C,5,361,1.3617,0.8275,0.9234,1.0856,0.5051,0.0839,NA,4.7872
1646,1949,C,5,361,0.8695,0.7993,0.9908,0.6429,0.7793,0.1983,NA,4.2801
1647,1949,C,5,356,1.0583,0.8976,1.0851,1.1169,0.703,0.3788,NA,5.2397
1648,1949,C,5,351,1.0814,0.9898,0.5088,0.9905,0.7035,0.2344,NA,4.5084
1649,1949,C,5,348,1.1022,0.8276,0.3161,0.8224,1.1,0.5221,NA,4.6904
1650,1949,C,5,345,1.2216,0.6721,0.5062,0.7353,0.8038,0.2059,NA,4.1449
1658,1949,C,5,345,1.0636,1.3292,1.4211,0.3367,0.2538,0.2929,NA,4.6973
1591,1950,C,5,381,1.0434,0.8714,1.1703,1.1297,0.6758,0.222,NA,5.1126
1612,1950,C,5,376,1.0624,1.3959,1.4626,0.8058,0.3034,0.0715,NA,5.1016
1567,1951,C,5,373,0.8255,1.4841,0.957,0.6333,0.3016,0.1363,NA,4.3378
1568,1951,C,5,394,1.2358,1.6091,1.1308,0.713,0.3871,0.2068,NA,5.2826
1569,1951,C,5,383,0.8474,1.6722,1.0052,0.4625,0.5433,0.2434,NA,4.774
1570,1951,C,5,381,0.8567,1.2928,1.2525,0.7954,0.4893,0.1286,NA,4.8153
1571,1951,C,5,386,0.9046,1.298,0.8445,0.627,0.3252,0.1758,NA,4.1751
1582,1951,C,5,345,1.1514,1.2339,0.7868,0.8474,0.3373,0.1185,NA,4.4753
1586,1951,C,5,417,1.1399,1.3349,1.0554,0.6059,0.4527,0.1207,NA,4.7095
1587,1951,C,5,381,1.4463,1.2102,1.1061,0.4644,0.4613,0.1986,NA,4.8869
1588,1951,C,5,401,1.2011,1.4162,1.3865,0.7878,0.4175,0.0865,NA,5.2956
1589,1951,C,5,424,1.1359,1.5125,1.0054,0.5724,0.3603,0.1937,NA,4.7802
1590,1951,C,5,381,0.9018,1.2111,1.2465,0.8452,0.4948,0.03,NA,4.7294
1521,1952,C,5,366,1.5493,1.2028,0.4833,0.3471,0.5535,0.2768,NA,4.4128
1522,1952,C,5,368,0.9496,1.3532,0.786,0.3881,0.5429,0.3252,NA,4.345
1523,1952,C,5,368,0.9185,1.177,1.0678,0.5352,0.6269,0.3022,NA,4.6276
1524,1952,C,5,371,1.5015,1.2195,0.6556,0.424,0.6146,0.2576,NA,4.6728
1525,1952,C,5,371,0.9064,1.2615,1.0707,0.4753,0.7364,0.3439,NA,4.7942
1526,1952,C,5,373,1.163,1.2551,0.9511,0.3693,0.7302,0.326,NA,4.7947
1527,1952,C,5,376,1.3131,1.283,0.5098,0.4009,0.6433,0.3069,NA,4.457
1528,1952,C,5,376,1.248,1.1425,0.8035,0.3446,0.5898,0.2915,NA,4.4199
1529,1952,C,5,378,1.5177,0.9333,0.8039,0.2545,0.6163,0.3535,NA,4.4792
1530,1952,C,5,378,0.8259,1.4486,0.9817,0.4719,0.7103,0.2557,NA,4.6941
1531,1952,C,5,381,0.7272,1.4214,0.9711,0.6227,0.5997,0.2733,NA,4.6154
1532,1952,C,5,381,1.1923,1.5754,0.6879,0.3939,0.6081,0.3427,NA,4.8003
1533,1952,C,5,356,0.6557,1.5388,0.6213,0.4908,0.7641,0.4061,NA,4.4768
1534,1952,C,5,366,1.3954,1.1105,0.8384,0.3514,0.6436,0.2803,NA,4.6196
1535,1952,C,5,373,1.6152,1.0556,0.4633,0.3145,0.6232,0.2332,NA,4.305
1536,1952,C,5,373,1.3042,1.4031,0.9871,0.4199,0.4181,0.0206,NA,4.553
1537,1952,C,5,378,0.5778,1.6503,0.9716,0.3027,0.6247,0.2261,NA,4.3532
1538,1952,C,5,384,0.582,1.4309,0.907,0.4649,0.9314,0.529,NA,4.8452
1539,1952,C,5,366,1.2849,1.5564,0.5822,0.5432,0.3971,0.322,NA,4.6858
1540,1952,C,5,368,0.9796,1.5083,0.769,0.6667,0.7825,0.321,NA,5.0271
1541,1952,C,5,358,0.9035,1.6014,0.814,0.6099,0.4552,0.1473,NA,4.5313
1542,1952,C,5,361,0.8551,1.6912,0.8568,0.389,0.5737,0.3264,NA,4.6922
1543,1952,C,5,361,0.8714,1.3513,0.7901,0.4569,0.5803,0.2935,NA,4.3435
1544,1952,C,5,363,1.4444,1.5286,0.7803,0.3271,0.5627,0.319,NA,4.9621
1545,1952,C,5,363,1.076,1.5367,0.5621,0.44,0.5609,0.2748,NA,4.4505
1546,1952,C,5,384,1.2487,1.2067,1.0038,0.4354,0.7127,0.3495,NA,4.9568
1547,1952,C,5,384,1.1403,1.4793,0.8215,0.2649,0.6705,0.3848,NA,4.7613
1548,1952,C,5,386,1.0099,1.523,1.3035,0.4905,0.5792,0.2871,NA,5.1932
1549,1952,C,5,386,1.2295,1.6069,0.8549,0.6543,0.4826,0.3998,NA,5.228
1550,1952,C,5,391,1.3726,1.5076,0.7625,0.4741,0.6226,0.4344,NA,5.1738
1551,1952,C,5,391,1.4071,1.1218,0.4794,0.5528,0.4355,0.2877,NA,4.2843
1552,1952,C,5,396,1.365,1.4548,0.7295,0.5138,0.8335,0.3354,NA,5.232
1553,1952,C,5,396,1.5963,1.3259,0.8147,0.3129,0.5559,0.3249,NA,4.9306
1554,1952,C,5,373,1.1961,1.4571,0.5681,0.3483,0.4254,0.362,NA,4.357
1555,1952,C,5,368,1.2393,1.2582,0.7172,0.3485,0.6166,0.3577,NA,4.5375
1489,1953,C,5,353,1.2226,1.0585,0.536,0.6646,0.3707,0.0498,NA,3.9022
1490,1953,C,5,358,0.9127,1.2376,0.7769,0.754,0.4491,0.1427,NA,4.273
1491,1953,C,5,351,1.1467,1.1143,0.6112,0.6079,0.7322,0.1263,NA,4.3386
1500,1953,C,5,363,1.1037,0.7932,0.7562,0.8651,0.742,0.1429,NA,4.4031
1502,1953,C,5,363,1.5658,0.7521,0.5339,0.9328,0.6877,0.1709,NA,4.6432
1503,1953,C,5,363,1.3881,0.8345,0.529,0.7731,0.5137,0.1806,NA,4.219
1516,1953,C,5,391,1.4488,1.0487,0.4549,0.7232,0.6945,0.2519,NA,4.622
1517,1953,C,5,391,1.6681,0.9128,0.7095,0.8905,0.5312,0.1726,NA,4.8847
1519,1953,C,5,389,1.2695,1.372,0.6146,0.7744,0.7471,0.2151,NA,4.9927
1453,1954,C,5,315,0.9709,0.8381,1.0416,0.7467,0.5468,0.272,NA,4.4161
1456,1954,C,5,368,1.1196,0.854,1.0258,0.9055,0.5638,0.2458,NA,4.7145
1457,1954,C,5,358,1.2337,0.6855,0.9175,0.533,0.3643,0.5656,NA,4.2996
1460,1954,C,5,305,0.832,0.7158,0.8879,0.3574,0.2445,0.1467,NA,3.1843
1463,1954,C,5,333,1.2302,0.7543,1.0975,0.6581,0.3198,0.304,NA,4.3639
1471,1954,C,5,386,1.0146,0.9923,1.2236,0.5711,0.3301,0.4178,NA,4.5495
1473,1954,C,5,325,0.8581,0.8136,0.9764,0.7747,0.4413,0.2328,NA,4.0969
1477,1954,C,5,371,1.4109,0.8349,0.8806,0.7566,0.5316,0.2981,NA,4.7127
1422,1955,C,5,376,0.9116,1.4359,0.7987,0.5362,0.5883,0.2091,NA,4.4798
1430,1955,C,5,391,1.0154,1.0356,0.9202,0.532,0.5911,0.6336,NA,4.7279
1441,1955,C,5,330,0.8124,1.1614,0.8202,0.4045,0.4286,0.1467,NA,3.7738
1450,1955,C,5,351,1.021,1.1124,0.6864,0.5504,0.3516,0.2718,NA,3.9936
1381,1956,C,5,356,0.9852,1.0696,0.4759,0.6964,0.8928,0.4867,NA,4.6066
1383,1956,C,5,340,1.1569,1.3146,0.4126,0.3336,0.5629,0.3171,NA,4.0977
1389,1956,C,5,348,1.1226,1.075,0.8477,0.6735,0.5486,0.3474,NA,4.6148
1397,1956,C,5,373,1.2797,1.1252,0.6367,0.8906,0.7213,0.4176,NA,5.0711
1399,1956,C,5,366,1.5563,0.9292,0.8597,0.2195,0.7987,0.5307,NA,4.8941
1363,1957,C,5,406,0.8973,0.8024,0.5278,0.5488,0.3922,0.2407,NA,3.4092
1364,1957,C,5,351,0.8072,0.5077,0.5536,0.3417,0.3034,0.2006,NA,2.7142
1365,1957,C,5,371,0.7596,0.3277,0.5804,0.3464,0.328,0.3125,NA,2.6546
1366,1957,C,5,391,0.6732,0.4873,0.5587,0.5556,0.3868,0.2614,NA,2.923
1367,1957,C,5,422,0.7113,0.6352,0.6949,0.358,0.2028,0.3962,NA,2.9984
1370,1957,C,5,394,0.5417,0.8207,0.7949,0.379,0.4723,0.2432,NA,3.2518
1319,1958,C,5,381,1.3947,1.0568,1.2792,0.7122,0.4881,0.022,NA,4.953
1328,1958,C,5,345,0.9577,1.2642,0.9926,0.9378,0.5357,0.0177,NA,4.7057
1329,1958,C,5,343,1.3308,0.8478,1.1627,0.795,0.5481,0.0126,NA,4.697
1336,1958,C,5,340,1.2236,0.9864,1.2376,0.7592,0.5786,0.0076,NA,4.793
1344,1958,C,5,366,1.3476,1.0396,0.6838,0.6985,0.5274,0.0193,NA,4.3162
1277,1959,C,5,363,1.1352,1.3012,0.9665,0.6884,0.2156,0.0287,NA,4.3356
1278,1959,C,5,378,1.419,1.4695,0.9993,0.9949,0.2866,0.0401,NA,5.2094
1279,1959,C,5,361,1.1956,0.7906,1.1358,0.7561,0.7581,0.1647,NA,4.8009
1282,1959,C,5,373,1.0108,1.5594,1.25,0.9815,0.3595,0.1133,NA,5.2745
1283,1959,C,5,378,1.1239,1.3113,1.0081,0.8022,0.2934,0.1643,NA,4.7032
1284,1959,C,5,389,1.0174,1.7332,1.1773,0.9089,0.148,0.0314,NA,5.0162
1285,1959,C,5,368,1.2773,1.5088,1.0242,0.8386,0.3218,0.0261,NA,4.9968
1291,1959,C,5,366,0.7403,1.6815,1.0881,0.7052,0.315,0.0485,NA,4.5786
1292,1959,C,5,384,1.4684,1.1437,1.0378,0.9988,0.3073,0.1146,NA,5.0706
1293,1959,C,5,368,1.0254,0.9694,0.8034,0.9602,0.4595,0.135,NA,4.3529
1294,1959,C,5,345,0.9118,0.879,1.0423,1.0061,0.2604,0.0421,NA,4.1417
1295,1959,C,5,378,1.0744,1.715,0.9893,0.6472,0.8181,0.0393,NA,5.2833
1298,1959,C,5,318,1.1337,1.01,0.7596,0.8001,0.2841,0.0284,NA,4.0159
1303,1959,C,5,368,1.0738,1.4866,0.9073,0.8554,0.2695,0.0182,NA,4.6108
1309,1959,C,5,315,0.7785,1.1517,0.7297,0.8843,0.28,0.1017,NA,3.9259
1207,1960,C,5,330,0.956,1.0911,1.0023,0.2286,0.1213,0.0459,NA,3.4452
1209,1960,C,5,378,1.4771,0.9727,0.8685,0.691,0.1986,0.1238,NA,4.3317
1216,1960,C,5,330,0.9246,0.766,0.8444,0.4769,0.2222,0.347,NA,3.5811
1217,1960,C,5,333,1.4576,0.7832,0.6168,0.35,0.4307,0.5263,NA,4.1646
1218,1960,C,5,358,1.0541,1.2086,1.2079,0.3211,0.243,0.2802,NA,4.3149
1219,1960,C,5,394,1.2306,1.4253,1.2063,1.0638,0.1677,0.2631,NA,5.3568
1229,1960,C,5,376,1.0715,1.0909,1.0483,0.2822,0.5325,0.4661,NA,4.4915
1235,1960,C,5,300,1.0732,0.7438,1.0379,0.3125,0.2325,0.074,NA,3.4739
1236,1960,C,5,366,1.0474,0.8266,1.1996,0.2813,0.166,0.4039,NA,3.9248
1240,1960,C,5,318,0.9356,1.2111,1.1473,0.323,0.1871,0.0944,NA,3.8985
1172,1961,C,5,394,1.1474,1.3896,0.5485,0.2614,0.9122,0.758,NA,5.0171
1186,1961,C,5,394,0.6658,1.435,0.6618,0.6413,0.8786,0.4629,NA,4.7454
1189,1961,C,5,356,1.0952,0.8702,1.1735,0.4296,0.7622,0.3892,NA,4.7199
1199,1961,C,5,373,1.4496,1.0245,0.8817,0.2352,0.4492,0.4223,NA,4.4625
1200,1961,C,5,394,0.9312,0.9642,1.0004,0.3827,0.8497,0.4783,NA,4.6065
1202,1961,C,5,409,1.1781,1.3562,0.4815,0.5689,0.9337,0.4667,NA,4.9851
1151,1962,C,5,389,1.1404,0.5807,1.0985,1.0262,0.6221,0.0832,NA,4.5511
1152,1962,C,5,368,0.6464,0.5003,0.961,1.0708,0.7757,0.0805,NA,4.0347
1158,1962,C,5,384,0.6955,0.7271,0.8978,1.2908,0.9418,0.1734,NA,4.7264
1117,1963,C,5,310,1.1216,0.2935,1.3571,0.9524,0.2581,0.0084,NA,3.9911
1124,1963,C,5,373,1.3715,1.0535,0.8873,0.3895,0.5445,0.0375,NA,4.2838
1069,1964,C,5,434,1.6729,1.5527,0.882,0.6119,0.3097,0.4697,NA,5.4989
1070,1964,C,5,429,1.5435,1.7399,0.9742,0.6113,0.2013,0.6329,NA,5.7031
1071,1964,C,5,376,1.3194,1.7088,0.9063,0.3715,0.2311,0.4193,NA,4.9564
1078,1964,C,5,409,1.5371,1.2453,0.9943,0.7925,0.4314,0.1976,NA,5.1982
1100,1964,C,5,414,1.502,1.6209,0.7083,0.1386,0.1789,0.8294,NA,4.9781
1031,1965,C,5,366,1.2058,1.1244,0.917,0.5125,0.377,0.0155,NA,4.1522
1035,1965,C,5,396,1.1744,1.3096,0.315,0.7102,1.146,0.3706,NA,5.0258
1037,1965,C,5,340,1.4167,0.9621,0.1703,0.5242,1.2094,0.1935,NA,4.4762
1038,1965,C,5,338,1.2041,1.1415,0.6572,0.3443,0.7927,0.028,NA,4.1678
1041,1965,C,5,373,1.4048,1.6719,0.7574,0.2653,0.6823,0.0276,NA,4.8093
1044,1965,C,5,411,1.2161,1.2805,0.5968,0.2929,1.0073,0.1059,NA,4.4995
1046,1965,C,5,396,1.6122,1.5492,0.261,0.4604,0.9847,0.3787,NA,5.2462
1050,1965,C,5,391,1.7443,0.9049,0.3752,0.3472,1.2212,0.2523,NA,4.8451
1054,1965,C,5,348,1.5294,1.4013,0.7227,0.2976,0.4734,0.0327,NA,4.4571
1057,1965,C,5,422,1.4544,1.3204,0.581,0.4471,0.9393,0.153,NA,4.8952
1060,1965,C,5,429,1.2634,1.4166,0.8724,0.3021,0.955,0.0653,NA,4.8748
996,1966,C,5,325,0.9894,0.6951,0.5402,1.0627,0.4495,0.1232,NA,3.8601
997,1966,C,5,353,1.093,0.6434,0.5158,1.1674,0.3984,0.2104,NA,4.0284
998,1966,C,5,396,1.4059,0.9181,0.9283,1.1339,0.281,0.2761,NA,4.9433
999,1966,C,5,368,1.5706,0.7072,0.2641,1.1851,0.567,0.3966,NA,4.6906
1000,1966,C,5,401,1.4127,0.6939,0.5994,0.9262,0.3214,0.3295,NA,4.2831
1001,1966,C,5,351,1.4166,0.6833,0.3505,1.2831,0.4264,0.3255,NA,4.4854
1002,1966,C,5,384,1.4052,0.9501,0.685,1.1498,0.2704,0.3595,NA,4.82
1003,1966,C,5,391,1.5958,0.9777,0.4357,0.7956,0.318,0.4455,NA,4.5683
1004,1966,C,5,381,1.5557,1.1134,0.4224,1.0467,0.423,0.3184,NA,4.8796
1005,1966,C,5,351,1.352,0.8208,0.5056,1.0679,0.122,0.2214,NA,4.0897
1006,1966,C,5,381,1.5066,0.8295,0.8718,1.0131,0.3695,0.2769,NA,4.8674
1007,1966,C,5,401,1.5171,0.8136,0.5635,0.9225,0.344,0.3233,NA,4.484
1008,1966,C,5,384,1.3105,0.9013,0.3861,0.9788,0.4452,0.3564,NA,4.3783
1009,1966,C,5,381,1.3706,1.0035,0.9644,0.7879,0.2469,0.2753,NA,4.6486
1011,1966,C,5,368,1.6016,0.7719,1.0715,0.8907,0.2717,0.2656,NA,4.873
1012,1966,C,5,394,1.1874,0.9207,0.5087,0.9848,0.1515,0.3569,NA,4.11
1015,1966,C,5,323,0.9316,1.1366,0.7231,0.5854,0.4553,0.1968,NA,4.0288
1016,1966,C,5,318,0.938,1.4105,0.6023,0.4483,0.3342,0.3562,NA,4.0895
1018,1966,C,5,399,1.1911,1.0663,0.7779,1.2414,0.4607,0.4249,NA,5.1623
1019,1966,C,5,366,1.2192,0.3925,0.4782,1.0135,0.8256,0.5581,NA,4.4871
1020,1966,C,5,371,1.6487,0.8613,0.4346,1.1017,0.4383,0.3171,NA,4.8017
1022,1966,C,5,333,1.0783,1.1833,0.2549,0.7526,0.6609,0.2894,NA,4.2194
1025,1966,C,5,325,1.1228,0.5253,0.6099,0.7792,0.6769,0.3794,NA,4.0935
1026,1966,C,5,348,0.7993,1.5924,0.7295,0.6037,0.4019,0.4349,NA,4.5617
1030,1966,C,5,389,1.5908,0.8083,0.7617,1.0016,0.2327,0.2771,NA,4.6722
1241,1967,C,5,356,0.87,0.9216,1.1203,0.3603,0.6346,0.1664,NA,4.0732
1246,1967,C,5,368,0.9643,0.2667,0.8241,0.5782,1.3698,0.4215,NA,4.4246
1250,1967,C,5,411,0.9682,0.7142,1.1868,0.5301,0.9873,0.3778,NA,4.7644
1251,1967,C,5,358,1.104,1.2014,1.0614,0.6485,0.8628,0.2992,NA,5.1773
1258,1967,C,5,353,0.8998,0.6462,1.0891,0.4725,0.9481,0.3751,NA,4.4308
1260,1967,C,5,394,1.2314,0.7817,1.2653,0.6481,0.7246,0.2159,NA,4.867
1265,1967,C,5,376,1.0524,1.0055,1.1207,0.3977,0.8476,0.218,NA,4.6419
1269,1967,C,5,427,0.8259,1.2878,1.3178,0.2932,1.0332,0.519,NA,5.2769
1273,1967,C,5,368,0.6079,0.9873,0.9244,0.4437,1.1782,0.2949,NA,4.4364
965,1968,C,5,340,0.8019,1.3127,0.8618,0.9612,0.3114,0.1111,NA,4.3601
966,1968,C,5,338,0.8546,1.1851,0.6732,1.2528,0.2197,0.1577,NA,4.3431
967,1968,C,5,338,0.8414,0.833,0.222,1.2657,0.5107,0.0329,NA,3.7057
970,1968,C,5,335,0.8204,1.1898,0.6588,0.9964,0.1822,0.1245,NA,3.9721
986,1968,C,5,404,1.018,1.3161,0.6362,1.12,0.4502,0.0809,NA,4.6214
993,1968,C,5,401,1.3793,1.0665,0.5348,1.0585,0.6928,0.0903,NA,4.8222
994,1968,C,5,411,1.2936,1.377,0.5067,1.3092,0.434,0.0449,NA,4.9654
945,1969,C,5,338,0.5872,0.3717,1.0151,0.4522,0.2154,0.0066,NA,2.6482
954,1969,C,5,320,0.9449,0.846,1.3076,0.2871,0.2258,0.0255,NA,3.6369
902,1971,E,5,406,1.5972,0.8216,0.5196,0.6372,0.5811,0.002,NA,4.1587
920,1971,E,5,368,1.1291,0.7359,0.7209,0.5905,0.5355,0.0114,NA,3.7233
921,1971,E,5,386,0.962,0.4629,0.1888,1.2016,0.7513,0.0056,NA,3.5722
857,1972,E,5,351,0.7453,0.784,1.569,0.9729,0.2383,0.1046,NA,4.4141
860,1972,E,5,373,0.7546,0.842,1.4133,0.8583,0.5438,0.0081,NA,4.4201
861,1972,E,5,368,0.6239,0.3298,1.0041,0.9953,0.6495,0.1288,NA,3.7314
865,1972,E,5,361,0.517,0.8014,1.4277,1.0849,0.5599,0.0066,NA,4.3975
866,1972,E,5,371,0.9756,0.4301,1.012,0.5987,0.3992,0.0022,NA,3.4178
867,1972,E,5,356,0.8586,0.3759,1.4248,1.4861,0.4984,0.1483,NA,4.7921
869,1972,E,5,358,0.6847,0.5271,1.1588,0.6328,0.4705,0.0117,NA,3.4856
874,1972,E,5,343,0.8082,0.3029,1.189,1.3824,0.7181,0.022,NA,4.4226
875,1972,E,5,343,0.5273,0.6445,0.8992,1.1307,0.6022,0.0078,NA,3.8117
878,1972,E,5,376,0.5874,0.9447,1.1918,1.337,0.4861,0.1236,NA,4.6706
879,1972,E,5,373,0.6503,0.377,1.4131,1.4562,0.5568,0.0085,NA,4.4619
887,1972,E,5,366,0.6484,0.7676,1.0748,1.1669,0.3051,0.0317,NA,3.9945
888,1972,E,5,356,0.6491,0.6696,0.523,1.0715,0.4728,0.0665,NA,3.4525
889,1972,E,5,351,0.5993,0.627,1.1518,1.6467,0.4752,0.1287,NA,4.6287
890,1972,E,5,351,0.919,0.283,1.3143,0.8298,0.7155,0.0444,NA,4.106
831,1973,E,5,381,1.1975,1.877,0.8424,0.2808,0.1608,0.0061,NA,4.3646
833,1973,E,5,353,0.5385,1.228,1.4485,0.5733,0.1138,0.0089,NA,3.911
837,1973,E,5,376,0.4907,1.0713,1.0982,0.6865,0.1905,0.0028,NA,3.54
839,1973,E,5,325,0.5276,1.3054,1.1267,0.3762,0.0907,0.01,NA,3.4366
841,1973,E,5,351,0.6084,1.3484,1.1269,0.419,0.1113,0.011,NA,3.625
842,1973,E,5,353,0.6582,1.1686,0.9907,0.6254,0.2498,0.0062,NA,3.6989
844,1973,E,5,381,0.5455,1.5381,1.3149,0.5589,0.1118,0.0068,NA,4.076
846,1973,E,5,338,0.6475,1.072,1.1789,0.5672,0.0976,0.0379,NA,3.6011
847,1973,E,5,338,0.5164,1.3151,0.9143,0.7566,0.219,0.021,NA,3.7424
848,1973,E,5,340,0.5997,1.4309,1.1508,0.6342,0.0877,0.0056,NA,3.9089
852,1973,E,5,312,0.6937,1.0996,1.5892,0.423,0.2557,0.0457,NA,4.1069
854,1973,E,5,345,0.5761,1.2029,1.1582,0.5275,0.0896,0.0137,NA,3.568
786,1975,E,5,368,0.5983,1.6009,0.5901,0.3207,0.7374,0.0107,NA,3.8581
