lakeid,year4,sampledate,gearid,spname,length,weight,sex
TR,1999,7/26/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,138,NA,NA
TR,1999,7/28/1999,ELFISH,CISCO,138,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,139,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,139,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,139,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,139,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,139,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,139,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,139,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,139,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,139,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,139,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,139,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,139,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,139,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,139,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,139,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,139,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,139,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,139,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,139,NA,NA
TR,1999,7/26/1999,VGN019,CISCO,140,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,140,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,140,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,140,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,140,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,140,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,140,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,140,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,140,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,140,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,140,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,140,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,140,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,140,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,140,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,140,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,140,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,140,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,140,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,140,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,140,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,141,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,141,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,141,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,141,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,141,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,141,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,141,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,141,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,141,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,141,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,141,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,141,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,141,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,141,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,142,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,142,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,142,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,142,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,142,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,142,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,142,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,142,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,142,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,142,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,142,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,142,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,142,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,143,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,143,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,143,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,143,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,144,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,144,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,145,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,145,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,145,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,145,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,145,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,145,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,145,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,148,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,151,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,152,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,152,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,152,NA,NA
TR,1999,7/27/1999,VGN025,CISCO,152,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,152,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,152,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,154,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,154,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,154,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,154,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,154,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,155,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,155,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,155,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,155,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,156,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,156,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,156,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,156,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,156,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,156,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,156,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,157,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,157,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,157,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,157,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,157,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,157,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,157,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,158,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,158,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,158,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,158,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,158,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,158,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,158,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,158,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,158,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,158,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,158,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,158,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,158,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,158,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,158,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,159,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,159,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,159,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,159,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,159,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,159,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,159,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,160,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,160,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,160,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,160,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,160,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,160,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,160,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,160,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,160,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,160,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,160,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,160,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,160,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,161,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,161,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,161,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,161,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,161,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,161,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,161,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,161,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,161,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,161,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,161,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,161,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,161,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,161,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,161,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,161,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,161,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,161,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,161,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,162,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,162,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,162,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,162,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,162,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,162,NA,NA
TR,1999,7/26/1999,VGN025,CISCO,163,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,163,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,163,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,163,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,163,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,163,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,163,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,163,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,163,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,163,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,163,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,163,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,163,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,163,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,163,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,163,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,164,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,164,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,164,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,164,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,164,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,164,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,165,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,165,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,165,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,165,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,165,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,165,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,165,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,165,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,165,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,165,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,165,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,165,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,165,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,165,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,165,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,165,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,166,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,166,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,166,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,166,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,166,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,166,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,166,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,166,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,166,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,166,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,166,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,166,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,166,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,166,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,167,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,167,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,167,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,167,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,167,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,167,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,167,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,168,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,168,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,168,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,168,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,170,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,170,NA,NA
TR,1999,7/26/1999,VGN032,CISCO,171,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,171,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,172,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,172,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,176,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,179,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,183,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,185,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,185,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,185,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,187,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,188,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,188,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,188,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,189,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,190,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,190,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,190,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,190,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,191,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,191,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,191,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,191,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,191,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,191,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,191,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,192,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,192,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,192,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,193,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,193,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,193,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,193,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,193,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,193,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,194,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,194,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,195,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,195,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,195,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,195,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,195,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,195,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,195,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,196,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,196,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,196,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,196,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,196,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,196,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,196,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,196,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,196,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,197,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,197,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,197,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,197,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,197,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,197,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,197,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,197,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,197,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,198,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,198,NA,NA
TR,1999,7/27/1999,VGN032,CISCO,198,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,198,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,198,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,199,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,200,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,200,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,200,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,200,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,201,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,201,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,201,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,201,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,201,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,203,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,204,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,204,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,204,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,204,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,205,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,205,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,205,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,205,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,206,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,206,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,206,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,206,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,206,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,206,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,206,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,206,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,207,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,207,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,207,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,207,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,207,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,208,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,209,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,209,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,210,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,210,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,210,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,210,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,212,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,212,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,212,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,212,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,213,NA,NA
TR,1999,7/26/1999,VGN038,CISCO,214,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,214,NA,NA
TR,1999,7/27/1999,VGN038,CISCO,218,NA,NA
TR,1999,7/26/1999,VGN051,CISCO,221,NA,NA
TR,2000,7/25/2000,VGN025,CISCO,145,20,NA
TR,2000,7/25/2000,VGN019,CISCO,150,23,NA
TR,2000,7/24/2000,VGN025,CISCO,152,23,NA
TR,2000,7/24/2000,VGN025,CISCO,147,24,NA
TR,2000,7/24/2000,VGN025,CISCO,156,26,NA
TR,2000,7/24/2000,VGN025,CISCO,157,31,NA
TR,2000,7/24/2000,VGN032,CISCO,177,43,NA
TR,2000,7/25/2000,VGN032,CISCO,181,44,NA
TR,2000,7/24/2000,VGN032,CISCO,195,46,NA
TR,2000,7/24/2000,VGN032,CISCO,194,47,NA
TR,2000,7/25/2000,VGN032,CISCO,215,74,NA
TR,2000,7/25/2000,VGN025,CISCO,152,NA,NA
TR,2001,7/23/2001,VGN025,CISCO,154,27,NA
TR,2001,7/23/2001,VGN025,CISCO,156,28,NA
TR,2001,7/23/2001,VGN032,CISCO,168,37,NA
TR,2001,7/23/2001,VGN032,CISCO,175,38,NA
TR,2001,7/23/2001,VGN032,CISCO,169,40,NA
TR,2001,7/23/2001,VGN032,CISCO,171,40,NA
TR,2001,7/23/2001,VGN032,CISCO,179,41,NA
TR,2001,7/23/2001,VGN032,CISCO,172,42,NA
TR,2001,7/23/2001,VGN032,CISCO,183,44,NA
TR,2001,7/23/2001,VGN032,CISCO,182,45,NA
TR,2001,7/23/2001,VGN032,CISCO,187,47,NA
TR,2001,7/23/2001,VGN032,CISCO,188,48,NA
TR,2001,7/23/2001,VGN032,CISCO,190,49,NA
TR,2001,7/23/2001,VGN032,CISCO,192,51,NA
TR,2001,7/23/2001,VGN032,CISCO,201,59,NA
TR,2001,7/23/2001,VGN032,CISCO,206,72,NA
TR,2001,7/24/2001,VGN032,CISCO,206,72,NA
TR,2001,7/23/2001,VGN032,CISCO,217,72,NA
TR,2001,7/23/2001,VGN032,CISCO,218,77,NA
TR,2001,7/23/2001,VGN038,CISCO,221,82,NA
TR,2001,7/23/2001,VGN038,CISCO,224,92,NA
TR,2001,7/23/2001,VGN051,CISCO,231,95,NA
TR,2001,7/23/2001,VGN038,CISCO,230,98,NA
TR,2001,7/23/2001,VGN038,CISCO,237,105,NA
TR,2001,7/23/2001,VGN051,CISCO,248,112,NA
TR,2001,7/24/2001,VGN032,CISCO,169,NA,NA
TR,2001,7/23/2001,VGN032,CISCO,170,NA,NA
TR,2001,7/23/2001,VGN032,CISCO,170,NA,NA
TR,2001,7/24/2001,VGN032,CISCO,170,NA,NA
TR,2001,7/23/2001,VGN032,CISCO,172,NA,NA
TR,2001,7/24/2001,VGN032,CISCO,172,NA,NA
TR,2001,7/23/2001,VGN032,CISCO,173,NA,NA
TR,2001,7/23/2001,VGN032,CISCO,175,NA,NA
TR,2001,7/23/2001,VGN032,CISCO,175,NA,NA
TR,2001,7/23/2001,VGN032,CISCO,176,NA,NA
TR,2001,7/24/2001,VGN032,CISCO,176,NA,NA
TR,2001,7/23/2001,VGN032,CISCO,177,NA,NA
TR,2001,7/24/2001,VGN032,CISCO,177,NA,NA
TR,2001,7/24/2001,VGN032,CISCO,177,NA,NA
TR,2001,7/24/2001,VGN032,CISCO,177,NA,NA
TR,2001,7/24/2001,VGN032,CISCO,177,NA,NA
TR,2001,7/24/2001,VGN032,CISCO,177,NA,NA
TR,2001,7/23/2001,VGN032,CISCO,178,NA,NA
TR,2001,7/23/2001,VGN032,CISCO,178,NA,NA
TR,2001,7/23/2001,VGN032,CISCO,178,NA,NA
TR,2001,7/24/2001,VGN032,CISCO,178,NA,NA
